budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,combined_features
10500000,Science Fiction Adventure Family Fantasy,http://www.et20.com/,601,"[{'id': 455, 'name': 'farewell'}, {'id': 1007, 'name': 'homesickness'}, {'id': 1432, 'name': 'nasa'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 1604, 'name': 'operation'}, {'id': 1826, 'name': 'space marine'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2430, 'name': 'hiding place'}, {'id': 3197, 'name': 'riding a bicycle'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3335, 'name': 'halloween'}, {'id': 4527, 'name': 'flowerpot'}, {'id': 5958, 'name': 'finger'}, {'id': 9457, 'name': 'single'}]",en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",56.105798,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-03,792910554,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien. Science Fiction Adventure Family Fantasy farewell homesickness nasa extraterrestrial technology operation space marine loss of father hiding place riding a bicycle flying saucer prosecution halloween flowerpot finger single"
10000000,Romance Comedy Drama,http://www.warnerbros.com/land-women,13067,"[{'id': 1326, 'name': 'infidelity'}, {'id': 8508, 'name': 'party'}, {'id': 9673, 'name': 'love'}, {'id': 10163, 'name': 'cancer'}, {'id': 10226, 'name': 'neighbor'}, {'id': 13028, 'name': 'writer'}, {'id': 13130, 'name': 'teenager'}, {'id': 40895, 'name': 'illness'}, {'id': 187844, 'name': 'flashback'}, {'id': 207583, 'name': 'actress'}]",en,In the Land of Women,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",12.792446,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Land Films Inc."", ""id"": 3323}, {""name"": ""Anonymous Content"", ""id"": 10039}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-04-16,17500000,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready to fall,In the Land of Women,5.8,160,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street. Romance Comedy Drama infidelity party love cancer neighbor writer teenager illness flashback actress"
0,Drama Comedy Romance Foreign,http://housefull.erosentertainment.com/,58051,[],hi,Housefull,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",0.12082,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2010-04-30,0,135.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships. Drama Comedy Romance Foreign "
12000000,History Drama,http://www.cristiadafilm.com/,96399,"[{'id': 179431, 'name': 'duringcreditsstinger'}]",en,For Greater Glory - The True Story of Cristiada,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",5.759545,"[{""name"": ""Dos Corazones"", ""id"": 41537}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2012-06-01,9622846,145.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country. History Drama duringcreditsstinger"
10000000,Drama,http://www.miramax.com/movie/good-will-hunting,489,"[{'id': 1480, 'name': 'baseball'}, {'id': 1680, 'name': 'boston'}, {'id': 1992, 'name': 'professor'}, {'id': 2462, 'name': 'm.i.t.'}, {'id': 2463, 'name': 'harvard university'}, {'id': 3734, 'name': 'ambition'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6257, 'name': 'genius'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 10756, 'name': 'janitor'}, {'id': 11018, 'name': 'irish'}, {'id': 11268, 'name': 'psychologist'}, {'id': 13160, 'name': 'university'}, {'id': 33519, 'name': 'courtroom'}, {'id': 187844, 'name': 'flashback'}, {'id': 228041, 'name': 'prodigy'}]",en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Be Gentlemen Limited Partnership"", ""id"": 23201}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-12-05,225933435,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire. Drama baseball boston professor m.i.t. harvard university ambition mathematics genius love friends janitor irish psychologist university courtroom flashback prodigy"
28000000,Comedy,https://www.uphe.com/movies/bring-it-on,1588,"[{'id': 2920, 'name': 'cheerleader'}, {'id': 6075, 'name': 'sport'}, {'id': 6270, 'name': 'high school'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 11672, 'name': 'cheerleading'}, {'id': 40905, 'name': 'cheering crowd'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Bring It On,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",14.754281,"[{""name"": ""Beacon Communications"", ""id"": 919}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-25,90449929,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,May the best moves win.,Bring It On,5.8,568,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen. Comedy cheerleader sport high school teenage girl cheerleading cheering crowd duringcreditsstinger"
10000000,Action Horror Thriller,http://www.purgeelectionyear.com,316727,"[{'id': 4565, 'name': 'dystopia'}, {'id': 9663, 'name': 'sequel'}, {'id': 221958, 'name': 'legalized murder'}]",en,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",53.727146,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,118587880,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep America great,The Purge: Election Year,6.1,1306,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night. Action Horror Thriller dystopia sequel legalized murder"
10000000,Horror Thriller Crime,http://movies.break.com/saw4/,663,"[{'id': 1445, 'name': 'ice'}, {'id': 4399, 'name': 'victim'}, {'id': 4424, 'name': 'pain'}, {'id': 6186, 'name': 'games'}, {'id': 6259, 'name': 'psychopath'}, {'id': 11221, 'name': 'blood'}, {'id': 11263, 'name': 'electric chair'}, {'id': 13005, 'name': 'doctor'}, {'id': 13006, 'name': 'torture'}, {'id': 14819, 'name': 'violence'}, {'id': 15090, 'name': 'police officer'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 189421, 'name': 'female corpse'}]",en,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",29.244768,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-25,139352633,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You think it is over...but the games have just begun,Saw IV,5.9,903,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences. Horror Thriller Crime ice victim pain games psychopath blood electric chair doctor torture violence police officer fbi agent female corpse"
10000000,Adventure Comedy Science Fiction,http://www.billandted.org/,1648,"[{'id': 931, 'name': 'jealousy'}, {'id': 1743, 'name': 'journey in the past'}, {'id': 2842, 'name': 'sigmund freud'}, {'id': 4379, 'name': 'time travel'}, {'id': 5540, 'name': 'heavy metal'}, {'id': 5671, 'name': 'socrates'}, {'id': 5672, 'name': 'billy the kid'}, {'id': 5674, 'name': 'school presentation'}, {'id': 5678, 'name': 'rhinoceros'}, {'id': 5679, 'name': 'phone booth'}, {'id': 5680, 'name': 'world peace'}, {'id': 6162, 'name': 'past'}, {'id': 9682, 'name': 'history'}, {'id': 10875, 'name': 'metal'}, {'id': 12392, 'name': 'best friend'}, {'id': 220265, 'name': 'napoleon bonaparte'}]",en,Bill & Ted's Excellent Adventure,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",25.929893,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-02-17,40485039,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together. Adventure Comedy Science Fiction jealousy journey in the past sigmund freud time travel heavy metal socrates billy the kid school presentation rhinoceros phone booth world peace past history metal best friend napoleon bonaparte"
10000000,Drama Comedy,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,74534,"[{'id': 612, 'name': 'hotel'}, {'id': 818, 'name': 'based on novel'}, {'id': 14636, 'name': 'india'}, {'id': 159753, 'name': 'ensemble cast'}, {'id': 172971, 'name': 'elderly'}, {'id': 182239, 'name': 'jaipur india'}, {'id': 182250, 'name': 'personal growth'}, {'id': 182256, 'name': 'outsourcing'}]",en,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",21.258991,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-28,136836156,124.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,6.9,459,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age. Drama Comedy hotel based on novel india ensemble cast elderly jaipur india personal growth outsourcing"
10000000,Horror Mystery Thriller,http://theboymovie.tumblr.com/,321258,"[{'id': 236, 'name': 'suicide'}, {'id': 392, 'name': 'england'}, {'id': 657, 'name': 'fire'}, {'id': 1655, 'name': 'country house'}, {'id': 1879, 'name': 'shower'}, {'id': 2341, 'name': 'nanny'}, {'id': 2546, 'name': 'mask'}, {'id': 5202, 'name': 'boy'}, {'id': 9826, 'name': 'murder'}, {'id': 12545, 'name': 'mansion'}, {'id': 14819, 'name': 'violence'}, {'id': 33630, 'name': 'doll'}, {'id': 158567, 'name': 'burn victim'}, {'id': 171964, 'name': 'secret passageway'}, {'id': 176706, 'name': 'broken mirror'}, {'id': 204298, 'name': 'loss of a child'}]",en,The Boy,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",38.179483,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Diamond Films"", ""id"": 2912}, {""name"": ""Showtime Networks"", ""id"": 18880}, {""name"": ""STX Entertainment"", ""id"": 47729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2016-01-22,64188367,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every child needs to feel loved.,The Boy,5.8,1102,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child. Horror Mystery Thriller suicide england fire country house shower nanny mask boy murder mansion violence doll burn victim secret passageway broken mirror loss of a child"
10000000,Horror Mystery Thriller,http://www.thenightchronicles.com/devil/,44040,"[{'id': 2147, 'name': 'claustrophobia'}, {'id': 173316, 'name': 'trapped in an elevator'}]",en,Devil,A group of people trapped in a elevator realizes that the devil is among them.,30.934688,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Night Chronicles"", ""id"": 6006}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-13,33583175,80.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Bad Things Happen For A Reason,Devil,5.8,816,A group of people trapped in a elevator realizes that the devil is among them. Horror Mystery Thriller claustrophobia trapped in an elevator
10000000,Fantasy Comedy Adventure,http://www.dogma-movie.com/,1832,"[{'id': 290, 'name': 'angel'}, {'id': 2024, 'name': 'wisconsin'}, {'id': 4636, 'name': 'church service'}, {'id': 14765, 'name': 'church'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Dogma,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",14.543435,"[{""name"": ""Lions Gate"", ""id"": 6644}, {""name"": ""View Askew Productions"", ""id"": 16934}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-11-12,30652890,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It can be Hell getting into Heaven,Dogma,6.8,823,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind. Fantasy Comedy Adventure angel wisconsin church service church aftercreditsstinger duringcreditsstinger"
8500000,Drama Thriller,http://swimfan.film.ru/,20616,"[{'id': 271, 'name': 'competition'}, {'id': 732, 'name': 'coma'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 2069, 'name': 'bathing'}, {'id': 6270, 'name': 'high school'}, {'id': 9016, 'name': 'femme fatale'}, {'id': 10456, 'name': 'athlete'}, {'id': 11612, 'name': 'hospital'}, {'id': 11827, 'name': 'swimmer'}, {'id': 15058, 'name': 'swimming'}, {'id': 156316, 'name': 'troubled teen'}]",en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",4.844451,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-06,34411240,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His biggest fan just became his worst nightmare.,Swimfan,5.0,70,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more. Drama Thriller competition coma infidelity obsession bathing high school femme fatale athlete hospital swimmer swimming troubled teen"
65000000,Adventure Family Fantasy,http://movies.disney.com/petes-dragon-2016,294272,"[{'id': 5650, 'name': 'feral child'}, {'id': 9714, 'name': 'remake'}, {'id': 12554, 'name': 'dragon'}, {'id': 13014, 'name': 'orphan'}, {'id': 208289, 'name': '1980s'}, {'id': 209220, 'name': 'live action and animation'}]",en,Pete's Dragon,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",31.974359,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-10,143695338,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some secrets are too big to keep.,Pete's Dragon,6.2,679,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon. Adventure Family Fantasy feral child remake dragon orphan 1980s live action and animation"
10000000,Horror,http://www.sinistermovie.com/,283445,"[{'id': 3358, 'name': 'haunted house'}, {'id': 9663, 'name': 'sequel'}, {'id': 15016, 'name': 'twins'}]",en,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,26.090495,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Tank Caterpillar"", ""id"": 69110}, {""name"": ""Steady Aim"", ""id"": 69111}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-19,52882018,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Be careful, children at play.",Sinister 2,5.4,581,A young mother and her twin sons move into a rural house that's marked for death. Horror haunted house sequel twins
10000000,Mystery Science Fiction Thriller,http://www.thefourthkind.net/,22824,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 5340, 'name': 'investigation'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9738, 'name': 'ufo'}, {'id': 9880, 'name': 'alaska'}, {'id': 10941, 'name': 'disappearance'}, {'id': 11612, 'name': 'hospital'}, {'id': 12553, 'name': 'alien abduction'}, {'id': 14781, 'name': 'patient'}, {'id': 157154, 'name': 'psychotherapy'}, {'id': 160517, 'name': 'fake documentary'}, {'id': 172280, 'name': 'based on supposedly true story'}, {'id': 172712, 'name': 'nome alaska'}, {'id': 172715, 'name': 'faked footage'}, {'id': 172717, 'name': 'audio cassette'}, {'id': 172718, 'name': 'ancient astronaut'}, {'id': 172727, 'name': 'anchorage alaska'}, {'id': 172732, 'name': 'police fake'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,The Fourth Kind,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",22.888173,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Saga Film"", ""id"": 859}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Chambara Pictures"", ""id"": 12234}, {""name"": ""Dead Crow Productions"", ""id"": 26082}, {""name"": ""Fourth Kind Productions"", ""id"": 63903}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-06,42333295,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,5.8,441,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions. Mystery Science Fiction Thriller brother sister relationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alien abduction patient psychotherapy fake documentary based on supposedly true story nome alaska faked footage audio cassette ancient astronaut anchorage alaska police fake duringcreditsstinger"
0,Drama Action Thriller,http://en.wikipedia.org/wiki/Sugar_Hill_(1994_film),39349,[],en,Sugar Hill,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",2.580808,"[{""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""South Street Films"", ""id"": 22051}, {""name"": ""Ghiznoz Productions"", ""id"": 89437}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-02-25,0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He wanted power. He wanted revenge. Now he just wants out.,Sugar Hill,5.2,13,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City. Drama Action Thriller "
0,Comedy Drama Family,http://www.americangirl.com/movie/,8359,"[{'id': 8057, 'name': 'cincinnati'}, {'id': 187056, 'name': 'woman director'}]",en,Kit Kittredge: An American Girl,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",6.27141,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Goldsmith-Thomas Productions"", ""id"": 2454}, {""name"": ""Red Om Films"", ""id"": 2455}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Picturehouse"", ""id"": 52005}, {""name"": ""Front Street Films"", ""id"": 52006}, {""name"": ""American Girl Brands"", ""id"": 52007}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-02,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,6.4,34,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it. Comedy Drama Family cincinnati woman director"
